Data;tMax; tMin; UR; insolacao; vel vento; Ra; ETo PM;ETo HS
02/09/2003;28.9;15.7;70.5;7;0.249333084;31.42265191;3.108717488;4.290959248
03/09/2003;21.6;14.5;76.25;4.1;3.2164;31.6062903;2.850314286;2.829924449
04/09/2003;24.7;14.2;66;6.9;2.443466916;31.78994889;3.679402994;3.596637677
05/09/2003;25.6;11.5;64;8;2.343733084;31.97354844;3.852773856;4.090664603
06/09/2003;27.2;12.1;57.5;10.1;2.7676;32.15701031;4.709890701;4.386400979
07/09/2003;28;12.4;55.25;10.7;2.368666916;32.34025657;4.815879416;4.549725543
08/09/2003;28.2;11.8;52.75;10.8;2.892266916;32.52321005;5.183283772;4.666664777
09/09/2003;28.4;12.6;62.5;7.2;1.87;32.7057944;3.933988952;4.667187921
11/09/2003;24.6;16;75;1.6;1.6456;33.06955485;2.505554496;3.463489246
12/09/2003;26;13.6;73.5;4.9;3.041866916;33.25058295;3.406768637;4.126800431
13/09/2003;26;14.5;80.5;3.6;1.87;33.43094608;2.766060387;4.043636602
14/09/2003;24.4;15;70;7.5;3.8148;33.61057296;4.060919287;3.622392134
15/09/2003;26.4;15;72.5;5.7;2.418533084;33.78939354;3.562325244;4.117394737
16/09/2003;25.4;14.3;82;3.3;2.144266916;33.96733901;2.699664043;3.994125109
17/09/2003;25.4;14.6;77.5;4.6;2.443466916;34.14434187;3.144416313;3.97613313
18/09/2003;26.8;14.6;70;8.1;3.5156;34.32033599;4.338794111;4.326488933
19/09/2003;28.2;14.7;58;8.9;2.817466916;34.49525667;4.979471818;4.663525685
20/09/2003;31;13.3;50.5;9.8;1.4212;34.66904068;4.83855318;5.462592523
21/09/2003;31.4;15.3;47.25;9.8;2.867333084;34.84162628;6.018650973;5.393118519
22/09/2003;31.3;15.2;46.25;10.4;2.667866916;35.01295333;6.029928933;5.406533503
23/09/2003;32;14.6;49.5;10.2;2.443466916;35.18296328;5.809844156;5.654813375
24/09/2003;33.7;15;45.75;10.1;1.770266916;35.35159924;5.640778276;6.040909016
25/09/2003;35;17.4;47.5;10.3;2.667866916;35.518806;6.551844479;6.146780614
26/09/2003;34;18.2;59;8.2;3.640266916;35.68453007;6.060561212;5.837930865
27/09/2003;28.8;18.6;67.75;3;1.471066916;35.84871974;3.335514622;4.454647542
28/09/2003;31.4;17.2;70.75;6;2.1692;36.01132508;4.228815464;5.356271073
29/09/2003;27.8;17.4;76.5;7.7;1.745333084;36.17229797;4.064026467;4.418521991
30/09/2003;29.6;16.7;64.5;0.9;2.4684;36.33159214;3.500173076;5.010047313
01/10/2003;29.6;15.2;65.25;9.9;2.717733084;36.55169959;5.172741315;5.218979902
02/10/2003;31;17.7;56.25;8.6;2.219066916;36.70678732;5.332585788;5.281508612
03/10/2003;31.4;15.9;54;10.8;2.293866916;36.86005314;5.841248057;5.630566657
04/10/2003;30;17;57.25;10.6;3.091733084;37.01145912;5.956924716;5.15918747
05/10/2003;32.4;15.9;55.5;10.2;2.493333084;37.16096929;5.922288612;5.927915564
06/10/2003;32.4;16.3;52.75;10.5;1.670533084;37.30854963;5.627143788;5.907144914
07/10/2003;30.6;19.7;60;3.2;2.6928;37.45416803;4.479811289;4.972251016
08/10/2003;22.4;17.7;95;0;0.947466916;37.59779438;1.886089272;2.88849355
09/10/2003;29.2;16.3;65.5;7.2;2.892266916;37.73940047;4.838531867;5.146271362
10/10/2003;29.6;16.6;73.5;5.6;1.845066916;37.87896006;3.970993503;5.230253616
11/10/2003;24;18.3;87.25;0;0.8228;38.01644882;2.083494264;3.310273519
12/10/2003;20.8;14.3;73.5;1.5;3.2912;38.15184436;2.924667477;3.219784284
13/10/2003;23.2;14.4;70;8.5;2.992;38.28512619;4.328483385;3.892559914
14/10/2003;25.5;14.1;61.25;9.6;3.1416;38.41627572;5.12081444;4.567262179
15/10/2003;26;12.2;59.5;9.9;3.390933084;38.54527623;5.279740805;4.948288773
16/10/2003;27;10.7;51.75;11.6;2.244;38.67211284;5.517570697;5.35921439
17/10/2003;28.8;10.7;37;11.6;1.695466916;38.79677251;5.772571106;5.804939324
18/10/2003;31.2;12.2;43.25;11.5;1.0472;38.91924399;5.438308676;6.276369051
19/10/2003;33.4;15.5;34.25;9.1;1.146933084;39.0395178;5.449524791;6.536497265
20/10/2003;34.8;18.3;36.75;8.9;1.770266916;39.1575862;6.260419152;6.607787185
21/10/2003;34.6;19.6;46.5;8.3;1.969733084;39.27344313;6.094248226;6.397532579
22/10/2003;27.8;19.1;78.5;0.9;1.670533084;39.38708421;2.824469818;4.489271506
23/10/2003;19.6;16.6;81.5;0;2.0196;39.49850667;2.254257207;2.300864237
24/10/2003;24.2;15;77.5;3.8;2.044533084;39.60770934;3.260057278;4.209370319
25/10/2003;29.8;14.9;54;11.2;1.545866916;39.71469256;5.63545164;5.766579667
26/10/2003;31.3;16.6;50.5;11.4;2.244;39.81945817;6.385800099;5.971937787
27/10/2003;33.3;16.9;69.5;9.9;1.6456;39.92200944;5.489336299;6.498492434
28/10/2003;29.4;17.4;51.75;8.3;3.2164;40.02235106;6.095427657;5.352140672
29/10/2003;24.5;17.7;69.5;0.4;1.396266916;40.12048903;2.775769597;3.813495844
30/10/2003;29;17.3;61.75;6.5;1.9448;40.21643063;4.734738062;5.278604439
31/10/2003;30;17.3;68.5;7;1.9448;40.3101844;4.713721075;5.579888639
01/11/2003;30.8;16.7;63.25;6.3;0.997333084;40.34707545;4.344587743;5.907185976
02/11/2003;27.6;18.3;73.5;2.2;2.1692;40.43778279;3.438373855;4.71568103
03/11/2003;24.2;15.5;68;3.4;2.343733084;40.52632744;3.653749878;4.223279798
04/11/2003;26.8;11.4;51.75;11.8;2.593066916;40.61272166;5.891871811;5.518700434
05/11/2003;28;12.3;58.75;11.4;3.041866916;40.69697871;5.890430131;5.742642418
06/11/2003;21.8;14.2;88.25;0.1;1.820133084;40.77911277;2.108630128;3.776727013
07/11/2003;23.8;14.2;83.25;3.1;1.471066916;40.85913885;2.930176249;4.371803601
08/11/2003;29.2;13.5;59.75;11.2;1.894933084;40.93707275;5.658127743;5.959178254
09/11/2003;31.6;16.5;53.75;11.5;1.595733084;41.01293102;6.111798574;6.25882405
10/11/2003;33;18.6;55;11.8;1.7204;41.08673087;6.469519863;6.379069322
11/11/2003;32.4;17.7;57.25;10.8;1.969733084;41.15849008;6.218485304;6.345369647
12/11/2003;32.6;18.5;57.75;11.1;1.545866916;41.22822701;6.129607709;6.297690537
13/11/2003;29.2;19.3;80.25;2.2;2.493333084;41.29596048;3.381481184;5.127187126
14/11/2003;28.6;16.9;68.25;7.7;1.7952;41.36170971;4.794893612;5.383568841
15/11/2003;29.6;18;72;5.4;2.268933084;41.4254943;4.402483171;5.507798248
16/11/2003;28.7;18.6;75.25;5.2;1.2716;41.48733409;4.002329077;5.128480985
17/11/2003;23.8;17.8;88.5;0;1.0472;41.5472492;2.23994213;3.686321455
18/11/2003;28.2;17.6;72.5;5.8;1.7952;41.60525988;4.266714484;5.173489596
19/11/2003;29;19.2;84.5;4;2.4684;41.66138649;3.616393445;5.128009004
20/11/2003;23.2;18.2;91;0;2.518266916;41.71564943;2.171166477;3.37002203
21/11/2003;25;16.5;76.75;2.7;4.0392;41.7680691;3.562786709;4.405206213
22/11/2003;28.1;16.9;79;5.7;2.368666916;41.81866581;4.088276819;5.292638473
23/11/2003;28;17.7;68.25;1.9;1.296533084;41.86745974;3.340090309;5.125588927
24/11/2003;28;18.9;73.75;2.3;1.770266916;41.9144709;3.472379848;4.894368183
25/11/2003;31.4;18.3;63.75;8.5;1.4212;41.95971904;5.289884999;6.078203748
26/11/2003;30.2;18.3;79.25;2.9;2.0944;42.00322363;3.586281763;5.717551729
27/11/2003;29.4;19.6;81.75;5.6;1.845066916;42.04500378;4.132576917;5.224633132
28/11/2003;28.8;19.1;87;3.5;0.9724;42.08507821;3.37870119;5.135213267
29/11/2003;27.2;19.3;91.25;2.3;1.770266916;42.1234652;2.896447089;4.560776566
30/11/2003;27.4;19.1;86;2.2;2.3936;42.16018252;3.073820934;4.678888427
01/12/2003;27.2;19.1;86;1.6;2.0196;42.20881445;2.908962633;4.614747598
02/12/2003;27.6;19.3;82.25;3.2;1.246666916;42.2415938;3.375312815;4.709322896
03/12/2003;30.8;19.5;76.25;9.7;1.7204;42.27275965;5.41483565;5.72565104
04/12/2003;25.4;19.1;94;0.9;1.072133084;42.30232708;2.463825311;3.989381554
05/12/2003;27.4;18.9;87.5;4;1.969733084;42.33031046;3.436998548;4.741217822
06/12/2003;28.6;18.1;83.75;5.8;1.670533084;42.35672341;4.024355233;5.29868898
07/12/2003;22.8;18.2;83;0;2.443466916;42.38157874;2.523209434;3.26620046
08/12/2003;27;18.2;82;1.6;2.5432;42.40488847;3.090950234;4.767964529
09/12/2003;26.7;20.1;88.25;2;1.620666916;42.42666375;2.941098136;4.213167974
10/12/2003;30.8;17.6;79;4.8;2.044533084;42.44691483;4.085492571;6.077001774
11/12/2003;32.2;19.1;76.75;5.8;1.097066916;42.4656511;4.382027743;6.265798376
12/12/2003;30.8;19.5;86.5;2.5;0.8976;42.48288098;3.229922659;5.754872843
13/12/2003;32.2;18.9;72.5;9.7;2.244;42.49861196;5.72115375;6.303985336
14/12/2003;31.3;18.8;72.25;6.9;1.545866916;42.51285056;4.802595551;6.043071012
15/12/2003;32.8;20.9;62.75;8.6;0.8976;42.5256023;5.359447005;6.14586677
16/12/2003;33.8;19.3;55;12.1;1.0472;42.53687171;6.41111102;6.740420017
17/12/2003;31;20.7;66.5;9.2;3.6652;42.54666229;6.197829954;5.592657051
18/12/2003;24.8;18.4;73;2.2;2.8424;42.55497653;3.584115225;3.980085746
19/12/2003;28.2;17.9;69.5;7.9;2.268933084;42.56181587;5.023718475;5.235916482
20/12/2003;31;17.9;70.75;10.7;2.194133084;42.56718072;5.85013545;6.108086214
21/12/2003;32.2;19.1;76.5;8.1;1.845066916;42.57107044;5.136599464;6.282231444
22/12/2003;27.4;18.3;82;2.8;1.770266916;42.57348334;3.316933392;4.898920528
23/12/2003;29.2;18.3;72.25;5.4;1.5708;42.57441668;4.286233996;5.480484926
24/12/2003;28.8;18.4;67;11.1;3.2912;42.57386669;6.111631136;5.33398965
25/12/2003;27.2;17.1;73.25;4.2;2.967066916;42.57182855;4.103719207;5.072218061
26/12/2003;28.4;18;69.5;6.5;2.244;42.5682964;4.729628624;5.281910559
27/12/2003;26.5;16.2;68.5;4.1;1.845066916;42.56326338;3.928145447;5.018751358
28/12/2003;24.8;17;82;4.6;2.1692;42.55672159;3.57394198;4.316611721
29/12/2003;25.8;17.3;84.25;5.1;1.3464;42.54866216;3.666166302;4.581027267
30/12/2003;30;17.2;70;7.9;0.8976;42.53907523;4.766869943;5.913197656
31/12/2003;31.2;19.1;73.25;0.5;1.9448;42.52794996;3.301353971;5.963011338
01/01/2004;29.6;17.7;77;5;1.620666916;42.52053154;4.069522129;5.705381632
02/01/2004;25;18.1;79;0.8;2.3936;42.50692007;2.940954165;4.123034033
03/01/2004;24.7;16.1;84.75;4;3.041866916;42.49173778;3.309097148;4.466888174
04/01/2004;25;16.8;80;0.5;2.593066916;42.47497053;2.822331833;4.417117749
05/01/2004;28.4;17.8;77.25;6.6;1.7204;42.45660339;4.388140988;5.305294375
06/01/2004;30;18.9;73.25;8.3;2.418533084;42.43662057;5.196423801;5.605534031
07/01/2004;25.3;17.9;89;0.2;1.146933084;42.41500551;2.366487103;4.265987794
08/01/2004;22.8;17.7;94.75;0;0.922533084;42.39174088;2.144930104;3.418290752
09/01/2004;22.4;18.1;94;0.3;2.443466916;42.36680865;2.115564025;3.136914193
10/01/2004;29.2;18.1;84.75;7.6;1.3464;42.3401901;4.492176699;5.486897244
11/01/2004;31;19.5;73;7.1;1.221733084;42.31186589;4.754959882;5.796585586
12/01/2004;29.8;20.1;77.5;4.7;1.5708;42.28181606;4.06030875;5.282793294
13/01/2004;30.2;19.3;77.75;6.9;1.3464;42.25002012;4.570100677;5.569647793
14/01/2004;29;19.2;84.5;3.3;1.0472;42.21645706;3.396100374;5.196331428
15/01/2004;30.6;19.7;76.5;6.9;1.321466916;42.18110543;4.630366014;5.612836263
16/01/2004;31.6;19.4;74;8.6;1.670533084;42.14394335;5.244042346;5.981236575
17/01/2004;28.5;16.7;69;11.6;2.568133084;42.1049486;5.832361349;5.483318963
18/01/2004;29.2;15.5;59.75;11.4;2.717733084;42.06409866;6.188172594;5.866045398
19/01/2004;28.6;14.9;62;10.3;2.717733084;42.02137074;5.775234714;5.772513876
20/01/2004;29;15.3;59.75;11.9;2.8424;41.97674188;6.284871674;5.824703099
21/01/2004;29;15.9;71.5;8;1.1968;41.93018896;4.680214601;5.732134222
22/01/2004;30;20;70;6.8;2.7676;41.8816888;5.083820434;5.319317993
23/01/2004;25.4;19.2;79.75;1.7;3.0668;41.83121819;3.21296097;3.91948249
24/01/2004;27.8;18.2;77.25;0.8;1.845066916;41.77875397;2.988657107;4.956090886
25/01/2004;26.6;19.7;72.25;1.1;3.316133084;41.72427308;3.617148322;4.211678674
26/01/2004;26.8;18.3;69.75;0.4;2.5432;41.66775262;3.345634937;4.599822551
27/01/2004;26.8;19.5;71;1.9;2.144266916;41.60916992;3.530129188;4.320085948
28/01/2004;30.4;17.7;62;10.7;2.593066916;41.54850261;6.125039603;5.814879221
29/01/2004;30;19.1;68.5;7.6;1.396266916;41.48572867;4.867848724;5.443188638
30/01/2004;31.6;17.3;64.5;11.2;1.5708;41.42082651;5.909495516;6.210141441
31/01/2004;31.2;19.1;68.25;0.4;2.5432;41.35377501;3.660154955;5.797743705
01/02/2004;30.5;17.9;74;7.7;1.122;41.32634797;4.690764667;5.785457701
02/02/2004;30.4;17.6;73;9;1.296533084;41.25625301;5.040473517;5.793711412
03/02/2004;29.2;18.6;77.5;5.5;1.221733084;41.18396043;4.03383259;5.250645727
04/02/2004;30;19.3;70.5;10.9;1.969733084;41.10945128;5.730336883;5.360642251
05/02/2004;31.8;19.6;65.5;10.9;1.221733084;41.03270736;5.795013514;5.854839272
06/02/2004;28.8;19.5;86.5;2.3;1.820133084;40.95371134;3.057836399;4.920310785
07/02/2004;21.4;18.5;88;0;1.820133084;40.87244678;2.195640428;2.467645383
08/02/2004;19.2;16.1;87;0;2.642933084;40.78889821;2.119859531;2.391033545
09/02/2004;22.8;15.2;81;0.1;2.892266916;40.70305119;2.516101567;3.878276462
10/02/2004;23.4;16.4;84;0.1;2.967066916;40.61489239;2.435740956;3.804902717
11/02/2004;25.6;17.2;84.5;1.5;2.4684;40.52440962;2.765334052;4.324352646
12/02/2004;27;17.3;76;7.3;1.695466916;40.43159193;4.316096718;4.725123033
13/02/2004;29.8;15.7;65.75;11;1.894933084;40.33642962;5.577236936;5.768973511
14/02/2004;27.8;17.1;80.25;6;2.268933084;40.23891436;3.983084398;4.976406656
15/02/2004;22.2;18.6;95.5;0;2.867333084;40.13903919;1.866535099;2.73278009
16/02/2004;29.2;18.9;77.75;7.7;1.4212;40.0367986;4.517829247;5.051354952
17/02/2004;30.6;18.8;72.25;8;2.0944;39.93218858;4.94640839;5.476448225
18/02/2004;31;19.3;68.25;8.6;1.9448;39.82520669;5.219486;5.496315361
19/02/2004;28.8;20.3;79.75;4.5;0.947466916;39.71585207;3.626739073;4.6067636
20/02/2004;27.8;19.9;85.75;0.7;2.0196;39.60412553;2.61077777;4.355619077
21/02/2004;23.4;19.9;94.25;0;1.496;39.49002956;2.029585731;2.738175184
22/02/2004;26.5;19.5;88.5;1.9;0.5984;39.3735684;2.687800945;3.993177444
23/02/2004;26.8;19.4;90.75;1.2;1.919866916;39.25474806;2.473715191;4.103439111
24/02/2004;29;18.9;85.75;3;1.296533084;39.13357638;3.096071223;4.878601967
25/02/2004;27.4;18.1;85.25;4.7;1.7204;39.01006305;3.422791059;4.532624861
26/02/2004;27.4;18;86;1.5;1.545866916;38.88421963;2.646701984;4.536754686
27/02/2004;29.2;18.1;74.25;8.3;1.2716;38.75605964;4.546689225;5.02910631
28/02/2004;27.2;15.6;79.75;8.8;1.3464;38.62559849;4.306004427;4.845824945
29/02/2004;29;16.6;77.75;9;1.246666916;38.49285361;4.536880313;5.171383207
01/03/2004;29.8;17;74;9.9;1.595733084;38.16506856;4.906872141;5.294366866
02/03/2004;29.8;18.1;75.75;10.3;1.770266916;38.02471617;5.020978214;5.110765077
03/03/2004;31.4;18.4;66.5;10.2;1.969733084;37.88218054;5.431533464;5.489462277
04/03/2004;29.4;18.9;69.5;6.4;2.343733084;37.73749003;4.482155638;4.828582623
05/03/2004;22.4;18.5;90.75;0;1.4212;37.59067505;1.97816466;2.672936549
06/03/2004;25;18.6;80.75;0.3;0.5984;37.44176806;2.205489876;3.531108084
07/03/2004;23.6;17.9;88.5;0;0.723066916;37.29080361;2.004323019;3.231154323
08/03/2004;29;16.9;71.75;10.5;2.0944;37.13781827;5.000465288;4.956275346
09/03/2004;28.8;18.5;71.75;8.6;1.5708;36.98285067;4.539377228;4.632194436
10/03/2004;30.2;16.5;79;8.1;0.922533084;36.8259415;4.178569245;5.281431344
11/03/2004;29.8;17.7;69.5;9.1;1.969733084;36.66713344;4.810779041;4.990368501
12/03/2004;28.4;17;69.5;7.3;1.969733084;36.50647119;4.296094523;4.701034048
13/03/2004;26.8;18.7;72;0.8;2.1692;36.34400145;2.955636578;3.950082747
14/03/2004;26.4;16.5;84;2.6;1.9448;36.17977285;2.734211841;4.208109125
15/03/2004;26.2;18.6;90;3;1.396266916;36.013836;2.663250495;3.75915081
16/03/2004;29.3;19.2;72.75;9;1.122;35.84624337;4.442045103;4.51212638
17/03/2004;29.2;16.8;72;9.1;1.545866916;35.67704936;4.446955073;4.828297469
18/03/2004;30.4;17.3;75.25;10.4;2.418533084;35.50631017;4.882887016;5.042120114
19/03/2004;25.8;17.4;82.5;2.9;1.820133084;35.33408381;2.776496265;3.801100209
20/03/2004;25;16.8;87.75;5.8;1.097066916;35.16043007;3.12918785;3.67091237
21/03/2004;28.1;15.5;70.75;8.8;1.3464;34.98541045;4.154242346;4.633310292
22/03/2004;28.2;14.9;68.5;9.8;1.994666916;34.80908811;4.524929836;4.706616575
23/03/2004;28.1;12.9;66.75;10.3;2.044533084;34.63152787;4.562228021;4.872581734
24/03/2004;27.8;13.8;67.5;10.9;2.1692;34.45279609;4.666732058;4.688820605
25/03/2004;28.2;14.5;69.5;10.8;1.845066916;34.27296068;4.56001528;4.680066129
26/03/2004;27.7;15.9;72.75;7;1.6456;34.092091;3.746919471;4.370370011
27/03/2004;24;15.5;87.75;2.2;0.8228;33.91025782;2.23757684;3.498633733
28/03/2004;28;15.5;77;10;0.847733084;33.72753329;4.056680993;4.444809787
29/03/2004;28.6;16;80.75;8.9;2.5432;33.54399081;3.983138519;4.50018223
30/03/2004;29.4;14.7;69;8.3;1.845066916;33.35970505;4.136941424;4.804110739
31/03/2004;29.4;14.6;73;9.6;1.670533084;33.1747518;4.194054036;4.787876767
01/04/2004;29;14.3;69.25;10.4;1.296533084;33.10060081;4.263889621;4.703442901
02/04/2004;30;16.2;70.75;10.3;1.1968;32.91484255;4.324370845;4.698217231
03/04/2004;30;17.3;71.25;8;1.1968;32.72860313;3.898539241;4.541886808
04/04/2004;27;18.8;90.75;3.4;1.221733084;32.54196183;2.515606335;3.563127218
05/04/2004;27.4;17.8;83.5;4.9;1.396266916;32.35499879;2.947297793;3.80494414
06/04/2004;28.6;16.9;81.5;4.5;0.847733084;32.16779496;2.842668491;4.191779968
07/04/2004;29.1;17.7;81;8.9;1.446133084;31.98043202;3.822468846;4.179560983
08/04/2004;29.9;17.2;78.25;8.9;1.097066916;31.79299227;3.830592349;4.401579941
09/04/2004;28;18.7;81.25;3.4;1.4212;31.60555864;2.713321202;3.726297501
10/04/2004;27.8;17.1;79.25;4.4;1.446133084;31.41821454;2.880804795;3.886375349
11/04/2004;27.4;17.9;82.5;3.9;1.446133084;31.23104382;2.702424863;3.658262127
12/04/2004;25.6;18.4;90.25;1.3;0.648266916;31.04413072;1.945193476;3.114864298
13/04/2004;25;9.5;87.25;0.5;1.3464;30.85755973;1.715240984;4.000625105
14/04/2004;23.2;19;89.5;0;1.820133084;30.67141559;1.719699955;2.297324535
15/04/2004;28.4;17.8;83.5;7.5;1.545866916;30.48578318;3.315094069;3.81407765
16/04/2004;28.6;16.8;76.75;7.4;1.6456;30.30074745;3.430131137;3.960652302
17/04/2004;29.8;17.9;81.5;7.9;1.0472;30.11639335;3.415649945;4.065462636
18/04/2004;30.7;17.3;77.5;9.9;0.6732;29.93280578;3.768234887;4.303239993
19/04/2004;28.4;19.4;76;8.1;1.471066916;29.75006949;3.553823044;3.49675685
20/04/2004;29.9;18.4;73.25;8.4;1.171866916;29.56826903;3.606084805;3.952094781
21/04/2004;29.4;19.2;77.5;7.4;2.343733084;29.38748866;3.59397858;3.71249079
22/04/2004;27.8;17.9;68;9.7;1.919866916;29.2078123;3.95677314;3.509924717
23/04/2004;28.6;14.3;69.5;9.5;1.595733084;29.0293235;3.68462361;4.048226884
24/04/2004;29.2;14.1;71.75;8.7;0.922533084;28.85210528;3.31942608;4.155588985
25/04/2004;27.6;17.7;81.25;4.5;2.1692;28.67624016;2.748003298;3.429075083
26/04/2004;20.8;15.8;86.25;0.6;2.4684;28.50181006;1.738188626;2.161633621
27/04/2004;24;14.5;81.25;1.9;1.820133084;28.32889623;2.066529092;3.039454152
28/04/2004;24.4;15.2;70.25;9.2;2.1692;28.15757921;3.430788886;3.017110337
29/04/2004;25.4;13.2;67.5;10.6;2.343733084;27.98793875;3.700702166;3.407506959
30/04/2004;25.2;11.9;71.5;7.7;1.4212;27.82005379;2.918350412;3.464956613
01/05/2004;25.2;11.2;65.25;10.1;1.7204;27.58811251;3.380463748;3.499704654
02/05/2004;28.1;11.3;65.75;9.4;1.146933084;27.42475737;3.24922083;3.969742279
03/05/2004;29.2;14.2;63.5;9.7;2.0196;27.26341917;3.855289879;3.927773485
04/05/2004;28.8;16;73.75;9.6;1.3464;27.10417255;3.379671442;3.67095791
05/05/2004;27.9;16.5;77.75;7.8;1.0472;26.94709108;2.929332529;3.427081132
06/05/2004;26.6;17;83;2.3;1.097066916;26.79224715;1.991118209;3.095472284
07/05/2004;27.2;17.3;80.5;3.3;1.87;26.63971199;2.361619885;3.160985796
08/05/2004;25.7;16.1;76.75;7;1.845066916;26.4895556;2.834778993;2.990743047
09/05/2004;22.8;12.4;76;5.7;0.723066916;26.3418467;2.184291526;2.831443904
10/05/2004;25.4;11.5;72.75;7.7;1.87;26.19665271;2.843756859;3.333389056
11/05/2004;26.2;13.2;72.5;9.5;1.969733084;26.05403973;3.163134621;3.316536635
12/05/2004;26.6;13.5;79.75;6.5;1.0472;25.91407248;2.458205662;3.342142702
13/05/2004;27.2;15;87;3.9;0.922533084;25.77681426;2.03037234;3.297057832
14/05/2004;24.8;15;86;5.1;1.022266916;25.64232698;2.119532032;2.848778348
15/05/2004;25.2;14.9;88.5;1.7;1.072133084;25.51067107;1.635637675;2.916965324
16/05/2004;23.7;14.5;83;5.5;0.772933084;25.38190548;2.101946461;2.673907995
17/05/2004;24.5;12.5;83;6.9;1.2716;25.25608766;2.298435347;2.98910643
18/05/2004;23;16.6;75.25;2.8;0.947466916;25.13327354;1.91811102;2.249987341
19/05/2004;25.9;14.5;75;8.4;1.845066916;25.0135175;2.850110006;3.020216993
20/05/2004;26.3;15.4;83.5;4.5;1.2716;24.89687235;2.116702339;2.989565812
21/05/2004;22;15.2;78.5;5.2;2.518266916;24.78338934;2.340379432;2.213550332
22/05/2004;23.9;14.9;78;5.5;1.770266916;24.6731181;2.31876846;2.590791423
23/05/2004;23.8;14.5;75.5;3.3;1.0472;24.56610667;1.938392784;2.604395356
24/05/2004;25.6;13.2;80;8.4;1.745333084;24.46240146;2.584807356;3.014651255
25/05/2004;26;15.4;79.75;4.5;1.122;24.36204727;2.101425066;2.872634112
26/05/2004;19.8;11.3;86;0.1;2.293866916;24.26508722;1.381140053;2.219258162
27/05/2004;20;8;75.75;7.4;1.072133084;24.17156281;2.008857534;2.504436902
28/05/2004;21.6;7.7;74.25;7.3;1.994666916;24.08151388;2.275007924;2.740057237
29/05/2004;17.8;10.1;87.75;0.2;1.820133084;23.99497861;1.221104676;1.988055627
30/05/2004;24.6;13.4;83.5;6.1;1.2716;23.9119935;2.096379885;2.769212166
31/05/2004;26.4;12.6;72.75;8.2;1.221733084;23.8325934;2.546027133;3.105039177
01/06/2004;24.4;14.2;81.25;6.4;1.2716;23.80184465;2.170795451;2.646504342
02/06/2004;24.4;15.2;83;1.2;1.296533084;23.72751889;1.597549609;2.539347202
03/06/2004;18.4;14.2;95.25;0.1;1.171866916;23.65685492;1.077322508;1.551400867
04/06/2004;20.4;11.1;79.5;5;1.6456;23.58988187;1.881117663;2.264893389
05/06/2004;21.8;8.1;78.25;9.7;1.396266916;23.52662721;2.237202271;2.676204262
06/06/2004;22.2;10.2;73.25;6.2;1.1968;23.46711672;2.049838301;2.593685252
07/06/2004;23.4;7.8;70.25;10;1.321466916;23.4113745;2.443580583;2.898168803
08/06/2004;23.6;10.9;75.75;6.9;1.296533084;23.35942298;2.160947968;2.738041287
09/06/2004;24.6;11;80.25;3.6;1.321466916;23.31128291;1.812304805;2.871928519
10/06/2004;25.2;13.5;79.5;4.5;1.396266916;23.26697336;2.000718966;2.774467492
11/06/2004;25.2;12.1;74.5;8.5;1.7204;23.22651174;2.53311064;2.875445695
12/06/2004;25.4;11.5;76.25;7;1.7204;23.18991378;2.345703809;2.941050923
13/06/2004;19;14.1;82;0.1;1.87;23.15719355;1.441126326;1.652337297
14/06/2004;19.5;11.9;79.5;0.7;2.0944;23.12836343;1.574260949;2.004400514
15/06/2004;23.6;13.5;84;4.5;1.7952;23.10343417;1.880091619;2.504549623
16/06/2004;24;9;79.25;6.1;1.097066916;23.08241484;1.935213136;2.877457982
17/06/2004;24;12.1;81.5;5.4;1.0472;23.06531283;1.89054845;2.676763423
18/06/2004;24.4;11;62;8.8;1.496;23.05213392;2.652680857;2.811123238
19/06/2004;23.5;10.1;61.75;10.1;2.518266916;23.0428822;3.085427505;2.738755714
20/06/2004;24.2;11.8;65;9.3;2.3936;23.03756011;2.978507918;2.725325312
21/06/2004;22;12.1;77.5;3.4;0.847733084;23.03616846;1.646815547;2.37038355
22/06/2004;25.5;10.8;65.25;9.7;1.122;23.03870639;2.560749395;2.979913455
23/06/2004;25.2;12.6;73.75;8.4;1.471066916;23.04517139;2.467311638;2.81721037
24/06/2004;24.1;12.7;81.25;6.6;1.097066916;23.05555933;2.036432677;2.644384836
25/06/2004;24.4;12.6;76.5;6.1;0.772933084;23.06986442;1.983022955;2.699483455
26/06/2004;25.4;12.3;69.75;8.7;1.6456;23.08807923;2.639554872;2.873991173
27/06/2004;24.8;12.2;73.75;9;1.1968;23.11019468;2.420773977;2.794367365
28/06/2004;23.2;12.9;74.5;4;1.620666916;23.13620006;2.02621819;2.49797336
29/06/2004;24.6;13.6;73.25;6.9;1.670533084;23.16608303;2.407403;2.660500326
30/06/2004;24.6;13.6;68.75;8.9;2.194133084;23.1998296;2.862337081;2.664375938
01/07/2004;24.2;13.4;82.75;4.4;0.8976;23.25353559;1.797960275;2.622822782
02/07/2004;26.2;13.2;72;9.1;0.8228;23.29648794;2.451849108;2.953605268
03/07/2004;26.5;12.5;71.5;9;1.097066916;23.34324412;2.546122849;3.054678388
04/07/2004;27;12;62.5;9.1;1.097066916;23.39378294;2.686880413;3.168538983
05/07/2004;26.6;11.3;66.25;8.2;0.947466916;23.44808159;2.457542551;3.160003578
06/07/2004;25.2;14;76;7.8;1.0472;23.50611566;2.347527119;2.758113405
07/07/2004;26.2;13.9;73;6.5;1.6456;23.56785908;2.497274909;2.932668978
